edu_code,current_year,class_10,class_12,cgpa,income,gender_code,category_code,is_obc_ncl,is_ews,state_code,has_income_cert,has_cat_cert,has_dom_cert,has_disability,disability_pct,is_minority,is_first_grad,is_single_girl,is_orphan,is_single_parent,is_ward_defense,is_farmer,sch_type_code,sch_max_income,sch_min_cgpa,sch_min_marks,sch_target_cat_code,sch_target_gender_code,sch_state_code,is_eligible,match_tier
5,3,67.36173446679148,88.33804376412449,5.340043644381473,218236.29953362953,1,3,0,0,11,0,1,1,0,0.0,0,0,0,0,0,0,0,2,800000.0,6.0,70.0,2,0,11,0,0
4,1,97.17031961922203,75.51886527584323,9.769669585318915,128238.10579299103,2,1,0,0,23,1,0,1,1,45.388495111503644,0,1,0,0,0,0,0,1,450000.0,0.0,60.0,2,2,23,0,0
4,1,69.255675547881,62.62807290929822,8.940291009831766,1230765.775372553,1,2,0,0,4,0,1,1,0,0.0,0,0,0,0,0,0,0,3,600000.0,0.0,75.0,4,0,0,0,0
4,1,73.04679575709221,77.72067298367381,7.366076789191658,1993304.8656479162,2,1,0,0,10,0,0,1,0,0.0,1,0,1,0,0,0,1,1,250000.0,7.0,0.0,2,2,0,0,0
4,1,82.05765241961552,92.17534558172291,9.665516356529936,1234757.0921826428,2,1,0,0,18,0,0,1,0,0.0,0,0,0,0,0,0,0,1,600000.0,0.0,60.0,0,0,0,0,0
2,2,66.77194624249265,47.654364772736265,0.0,390367.134352829,1,1,0,0,21,0,0,1,0,0.0,0,0,0,0,0,0,0,1,800000.0,8.0,60.0,0,0,0,0,0
4,2,76.99608346078284,90.14125010011351,6.183889870119411,84561.8785470328,1,1,0,0,7,1,0,0,0,0.0,0,0,0,0,0,0,0,2,800000.0,6.0,70.0,2,0,7,0,0
2,3,90.64839478882084,58.50089643108147,0.0,120615.07167779,1,1,0,0,4,0,0,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,7.0,0.0,0,0,4,1,2
4,1,90.79708691627582,82.51282531622488,9.259366507051302,127665.87916532804,2,3,0,0,23,1,0,1,0,0.0,0,0,1,0,0,0,0,3,450000.0,7.5,0.0,3,0,0,1,3
4,2,77.01728035926912,90.74257224295327,7.985000598873153,405260.13786661025,1,5,0,1,20,1,0,1,1,84.79776421883017,0,0,0,0,0,0,0,1,450000.0,0.0,60.0,0,0,0,1,3
4,3,51.52320136034243,77.12692661217352,6.526710991200588,235491.76284806363,1,2,1,0,4,1,1,1,0,0.0,0,0,0,0,1,0,1,1,800000.0,0.0,0.0,0,2,0,0,0
4,2,68.42269486877501,58.13183842472611,8.053747023184624,675568.6266978527,2,1,0,0,22,1,0,1,0,0.0,1,0,0,0,0,0,0,2,800000.0,7.5,50.0,1,2,22,1,2
4,1,71.28635435632533,79.04180053857667,6.5251589221448105,126682.60215145307,1,2,1,0,20,1,0,1,0,0.0,0,0,0,0,0,0,0,1,450000.0,7.0,0.0,2,0,20,0,0
4,2,84.23770749931722,54.48574298390167,5.0826992152039026,100159.09572606575,1,1,0,0,14,1,0,1,0,0.0,0,0,0,0,0,0,1,2,250000.0,0.0,0.0,0,2,14,0,0
3,2,63.647575602106045,49.88463061001048,0.0,738348.1253440424,2,3,0,0,18,1,1,1,0,0.0,0,0,0,0,0,0,0,1,150000.0,7.5,0.0,0,0,0,0,0
5,1,70.96989996705462,87.05941310912519,5.150423015532904,700710.3706200006,1,2,1,0,17,1,1,1,0,0.0,0,0,0,0,0,0,0,2,450000.0,8.0,80.0,2,2,17,0,0
4,4,87.44990038750183,47.54292204421772,6.396784218733989,431054.31969267083,1,2,1,0,7,1,1,1,0,0.0,0,0,0,0,0,0,0,3,450000.0,7.5,60.0,6,0,7,0,0
5,3,86.0485842922453,56.973462345441696,5.490487612951541,243453.80345952592,2,2,1,0,6,0,1,1,1,52.173380013739106,1,0,0,0,0,0,0,1,250000.0,7.5,50.0,0,2,0,0,0
3,3,87.08899697098323,63.07206026039681,0.0,405383.9419703648,1,2,1,0,13,1,1,1,0,0.0,0,0,0,0,0,0,1,1,250000.0,0.0,60.0,4,0,0,0,0
4,2,53.69015423754201,69.52353969338634,8.463966946031386,409591.56858989975,1,2,1,0,16,1,1,1,0,0.0,0,1,0,0,0,0,1,3,600000.0,7.5,60.0,4,0,0,0,0
3,4,93.75945627986206,49.88757921097929,0.0,1206681.2164694085,3,2,0,0,6,0,1,1,0,0.0,0,1,0,0,0,0,0,1,250000.0,7.0,60.0,0,2,0,0,0
4,3,84.36502519443412,83.50192650382712,5.289162061797945,232637.52573258049,1,1,0,0,22,1,0,1,0,0.0,0,0,0,0,0,0,0,3,450000.0,7.0,75.0,0,0,0,0,0
4,1,77.87994844409221,88.8268741073252,6.5317086433209415,108607.71506233339,2,3,0,0,7,1,1,1,0,0.0,0,0,0,0,0,0,1,3,150000.0,0.0,60.0,6,0,0,0,0
5,2,59.03094501693849,72.67153600963078,7.508864904267096,396194.72557744314,2,2,1,0,8,0,1,1,0,0.0,0,1,1,0,0,1,0,2,450000.0,0.0,50.0,0,0,8,1,2
4,1,54.522831525675954,74.89458165377616,6.780348512818829,117613.4134574433,1,1,0,0,9,1,0,1,0,0.0,1,0,0,0,0,0,1,1,250000.0,0.0,50.0,3,0,0,0,0
4,3,95.24583589500284,61.37789897200237,9.586269631131422,448403.4346252377,2,1,0,0,21,1,0,1,0,0.0,0,0,1,0,0,0,1,2,600000.0,0.0,75.0,0,0,21,0,0
5,2,75.9574911426781,90.49509182319093,5.093057189720012,1248251.5859123683,1,3,0,0,11,0,1,1,0,0.0,1,0,0,0,0,0,0,1,9999999.0,7.5,60.0,0,0,0,0,0
2,1,58.130749223969055,57.792835906409906,0.0,683411.1056021892,1,1,0,0,7,1,0,1,0,0.0,0,0,0,0,0,0,1,3,450000.0,0.0,60.0,1,0,7,0,0
2,1,70.41487790562226,77.5270997095132,0.0,111472.50388231542,2,2,1,0,4,1,1,0,0,0.0,1,0,1,0,0,0,0,1,450000.0,0.0,60.0,0,0,0,1,3
4,1,66.07134713212133,79.47383843210486,8.398061282650648,249633.9599850806,1,1,0,0,20,1,0,1,0,0.0,0,0,0,0,0,0,0,1,600000.0,8.0,0.0,4,0,0,0,0
5,1,73.8570068521694,65.8458461535308,6.825122304816629,383978.8571768245,1,4,0,0,12,1,1,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,7.0,0.0,4,0,0,0,0
4,1,54.60013848832619,63.73266780187453,6.194436251009664,1972058.4463821964,2,1,0,0,4,0,0,1,0,0.0,0,0,0,0,0,0,1,3,250000.0,7.0,0.0,0,0,0,0,0
4,3,69.23908865726284,71.59673464302183,6.145544599040126,224947.6934720668,1,1,0,0,10,0,0,1,0,0.0,1,1,0,0,0,0,0,1,450000.0,6.0,60.0,4,0,0,0,0
4,1,60.44818505152922,63.19177125855121,5.723517599819071,389099.32347938744,2,1,0,0,6,1,0,1,0,0.0,0,0,0,0,0,0,0,3,600000.0,0.0,0.0,2,2,0,0,0
5,3,72.16509613212061,50.48280965167225,7.798297845028235,86040.65483873988,2,5,0,1,21,1,1,1,0,0.0,1,0,0,0,0,0,0,2,600000.0,7.5,60.0,6,0,21,0,0
5,3,79.57494224644948,64.65873582832721,7.433262064672407,246283.3948941801,2,1,0,0,5,1,0,1,0,0.0,0,0,0,0,0,0,1,1,250000.0,0.0,60.0,0,0,0,1,2
4,3,94.80772037334731,78.14762850416031,7.847968099265068,432917.2425715636,2,1,0,0,23,0,0,1,0,0.0,0,0,1,0,0,0,0,1,600000.0,7.0,50.0,2,0,0,0,0
5,2,71.94786664211333,48.526501327504626,8.53352532005961,740587.3108921613,2,3,0,0,8,1,1,1,0,0.0,0,0,0,0,0,0,0,1,150000.0,7.5,60.0,2,0,0,0,0
4,3,75.2865419780886,66.02796294303738,6.625674660011499,172689.2323702928,2,2,1,0,16,1,1,1,1,56.017197700983445,0,0,0,0,0,0,0,3,250000.0,8.0,50.0,3,0,0,0,0
4,4,64.39148215987814,59.435390074423346,7.157109888492549,147975.9210166784,1,4,0,0,3,1,1,1,0,0.0,0,1,0,0,0,0,0,3,250000.0,6.0,50.0,0,0,0,1,3
4,4,95.34878076320706,97.42941789671161,5.498125983624483,700569.3195349799,2,2,1,0,7,1,1,1,0,0.0,0,0,0,0,0,0,0,3,250000.0,7.0,60.0,3,0,7,0,0
4,3,79.6509599718558,48.394732513397656,9.110151041613364,148332.0929367297,1,2,0,0,11,1,1,1,0,0.0,0,0,0,0,0,0,0,2,600000.0,6.0,70.0,0,0,11,0,0
4,1,74.43932183852993,59.55455974522856,9.668522515406107,748854.8859098918,1,2,1,0,18,0,1,1,0,0.0,0,1,0,0,0,0,0,3,450000.0,7.0,0.0,3,2,0,0,0
5,1,57.763429019285326,74.1376866630808,5.617489211525636,736960.456167803,2,3,0,0,11,1,0,0,1,67.86093415212014,0,1,0,0,0,0,0,1,250000.0,6.0,70.0,0,2,0,0,0
4,1,64.59397763539592,82.94782911124237,8.477884160161071,398583.0722607235,2,5,0,1,10,0,1,1,0,0.0,0,0,0,0,0,1,0,3,450000.0,7.5,70.0,2,0,0,0,0
5,2,95.58307861827423,72.1999024552082,5.3541037374344524,432348.2962021199,1,2,1,0,21,1,1,1,0,0.0,1,0,0,0,0,0,0,1,250000.0,8.0,50.0,4,0,0,0,0
4,2,68.56167975472762,53.18786531384807,6.154994111896066,192751.171552861,2,2,1,0,2,1,0,1,0,0.0,0,1,0,0,0,0,1,1,250000.0,0.0,0.0,4,0,0,0,0
4,4,53.34727603336747,62.63661098545844,8.242843864502891,429079.7517691847,1,4,0,0,18,1,1,1,0,0.0,0,1,0,0,0,0,0,2,250000.0,7.0,60.0,2,2,18,0,0
4,4,60.9828321748153,78.1141880684836,8.453728590416905,386573.77348675695,2,2,1,0,7,0,1,0,0,0.0,1,1,1,0,0,0,0,2,150000.0,7.5,70.0,0,0,7,0,0
5,1,73.66323237633159,89.40960132798787,9.41068192618814,189179.83842789195,2,3,0,0,9,0,1,1,1,44.46838592466185,0,0,0,0,0,1,0,3,250000.0,6.0,75.0,0,2,9,1,3
4,1,72.58671876888442,93.90025079329465,6.457129131165166,1174292.2646991862,1,3,0,0,22,0,1,1,0,0.0,0,1,0,0,0,1,0,1,600000.0,7.5,50.0,0,0,0,0,0
2,3,64.40599654845593,86.13329627356907,0.0,247062.26536574974,3,3,0,0,6,1,1,1,0,0.0,1,1,0,0,0,0,1,2,800000.0,7.5,70.0,0,0,6,1,3
3,4,55.08754632559802,89.15199962698789,0.0,735650.3227054643,1,3,0,0,4,1,1,1,0,0.0,0,0,0,0,1,0,0,3,450000.0,0.0,60.0,6,0,0,0,0
4,4,76.32183505512816,91.3298058557231,6.703121760278808,133914.97481943673,2,2,1,0,16,1,1,1,0,0.0,0,0,0,0,0,0,1,1,450000.0,0.0,0.0,0,0,0,1,3
4,3,67.77916146886336,55.349838322427686,7.550847240756701,233338.5172483246,2,1,0,0,10,1,0,1,0,0.0,1,0,0,0,0,0,0,2,450000.0,0.0,50.0,0,0,10,1,2
4,3,73.1786260164993,61.868523348126516,7.94817705799349,409868.40738405054,2,1,0,0,21,0,0,1,0,0.0,0,1,1,0,0,0,1,2,250000.0,6.0,50.0,0,0,21,0,0
5,4,51.02493983621668,51.8652584866009,8.974110414954811,181681.21718584115,1,1,0,0,20,1,0,1,1,83.66470026867862,0,0,0,0,0,0,0,2,250000.0,7.0,60.0,0,2,20,0,0
4,4,55.37195917841224,78.05565921509131,8.351935049242549,431046.0317917765,2,4,0,0,6,1,1,1,0,0.0,0,0,1,0,0,1,0,2,250000.0,6.0,50.0,0,0,6,0,0
3,3,56.821704942838785,70.6599493352793,0.0,243597.90138280555,1,5,0,1,16,1,1,1,0,0.0,0,0,0,1,1,0,0,3,600000.0,6.0,0.0,6,0,0,0,0
5,2,91.05025405932805,71.81930615586995,9.687137331495824,147893.7918566389,1,5,0,1,13,1,1,1,0,0.0,0,0,0,0,1,0,0,2,800000.0,8.0,70.0,4,2,13,0,0
2,3,55.61025038471342,83.9073122864111,0.0,720818.1003985167,1,1,0,0,22,1,0,1,0,0.0,0,0,0,0,0,0,0,1,150000.0,6.0,50.0,0,0,0,0,0
4,4,57.43342778815348,94.95178303507343,7.904719357054207,87425.95429377301,2,2,1,0,18,1,0,1,0,0.0,0,0,0,0,0,0,1,3,250000.0,6.0,75.0,0,0,0,1,3
5,2,75.73736643889374,97.00118221075212,6.191830911435552,1211208.76474707,1,1,0,0,21,0,0,0,0,0.0,1,0,0,0,0,0,0,3,250000.0,6.0,80.0,3,2,21,0,0
2,1,67.93008054115084,66.48989491557938,0.0,211178.02285150933,1,5,0,1,12,1,1,1,0,0.0,0,1,0,0,0,0,1,3,250000.0,6.0,50.0,3,0,0,0,0
4,4,82.21304061654047,66.5857525614935,7.685691148203867,391388.4176029699,1,1,0,0,19,1,0,0,0,0.0,0,0,0,0,0,1,0,1,250000.0,6.0,50.0,0,0,0,0,0
2,2,82.78876593445771,51.738734068796745,0.0,698673.0023791364,2,5,0,1,17,0,1,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,6.0,75.0,0,2,0,0,0
4,3,65.20461534367335,56.51681312499454,8.490313541049716,211851.70997031353,2,2,1,0,15,1,1,1,0,0.0,0,0,0,0,0,0,1,2,600000.0,7.5,0.0,3,0,15,0,0
3,1,76.27173594069214,84.15521841431192,0.0,2049170.5450276555,3,4,0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,2,250000.0,0.0,0.0,2,2,1,0,0
4,2,65.63965960174743,67.00561138102319,6.337522962316393,194388.63001168618,1,1,0,0,21,1,0,1,0,0.0,0,0,0,0,0,0,0,1,450000.0,8.5,60.0,0,0,0,0,0
4,1,87.97634557867647,60.95029639871933,5.3421033243667,1990058.310339546,1,2,0,0,23,0,1,1,0,0.0,0,0,0,0,0,0,0,1,600000.0,8.0,0.0,3,0,0,0,0
5,4,56.23601531828352,97.06842251675567,5.051013834401328,136662.7173119175,1,4,0,0,17,0,0,1,0,0.0,1,0,0,0,0,0,0,1,150000.0,8.0,50.0,0,0,0,0,0
5,1,93.73979251798968,85.31681873357073,5.525534588435009,371601.8614935104,1,2,0,0,12,0,1,1,0,0.0,0,1,0,1,1,0,0,1,600000.0,6.0,75.0,2,0,12,0,0
5,4,77.3700946915147,94.54234627594079,6.691338420193327,145362.02215272788,1,2,1,0,7,1,1,1,0,0.0,0,1,0,0,0,0,0,3,450000.0,0.0,60.0,4,2,0,0,0
4,2,54.77560436646001,49.69158913484947,8.584830437836523,105779.1446906599,2,3,0,0,7,1,1,1,1,58.135720043853524,1,0,1,0,0,0,0,1,800000.0,0.0,60.0,0,2,0,0,0
4,2,91.41110300440374,79.746787768979,5.490992420702838,736565.2780385672,2,2,1,0,20,1,1,1,0,0.0,0,0,1,0,0,0,1,3,800000.0,8.5,70.0,0,0,0,0,0
4,3,82.14547459000318,97.43906342761771,9.024662859367087,199350.36502700718,2,2,1,0,8,1,1,1,0,0.0,1,1,1,1,0,0,0,1,450000.0,7.0,80.0,1,0,0,0,0
4,1,96.1169597067213,81.89555747314557,5.914232696472662,115572.98421763271,2,4,0,0,8,1,0,1,1,73.70408349822222,1,0,0,0,0,0,0,1,800000.0,0.0,50.0,4,0,8,1,3
4,1,79.0753952297845,84.92638669032831,5.495546822931732,1237704.3340863558,1,3,0,0,9,0,1,1,0,0.0,0,0,0,0,0,1,0,3,150000.0,0.0,60.0,4,0,9,0,0
4,4,77.7480284101611,70.1350489446266,9.21300649681108,171058.8212227504,1,1,0,0,9,1,0,1,0,0.0,0,1,0,0,0,0,0,1,250000.0,6.0,60.0,4,2,0,0,0
5,4,80.93636021166733,87.25375642116023,5.933279305851614,188377.82572698453,2,1,0,0,20,0,0,1,0,0.0,0,1,1,0,0,0,0,1,150000.0,7.0,60.0,0,2,0,0,0
4,3,51.58539240064294,58.51417103016066,5.985766093480662,170892.76457745684,2,4,0,0,20,1,1,1,0,0.0,0,1,0,0,0,0,1,2,150000.0,8.5,50.0,4,2,20,0,0
4,3,69.31550079551488,95.61081268481772,9.162253850424468,370510.2260214093,1,3,0,0,20,1,1,1,1,45.70295720192047,0,0,0,0,0,0,0,1,250000.0,7.5,60.0,0,0,0,0,0
4,3,65.94454290121719,50.00107513781389,5.418057338804574,400826.7841082886,2,2,1,0,21,1,0,1,0,0.0,0,0,0,0,0,0,0,1,800000.0,0.0,60.0,0,0,0,0,0
4,3,88.96434873810615,93.78809787639167,7.020267970620059,685914.4097700026,1,4,0,0,5,1,1,1,0,0.0,0,1,0,0,0,0,0,1,9999999.0,7.0,75.0,2,0,5,0,0
4,1,74.11521629557816,72.98062138392389,6.136459080573431,391313.46967494214,1,2,1,0,4,1,1,1,0,0.0,0,0,0,0,0,0,1,1,600000.0,7.0,50.0,0,0,0,0,0
2,2,79.4236630823152,83.4515308129481,0.0,135427.30310595734,2,1,0,0,20,1,0,1,0,0.0,0,0,0,0,0,1,0,1,250000.0,0.0,60.0,0,0,0,1,2
4,3,76.35402467946857,50.895677803871905,6.786240782079117,96518.53923206893,2,3,0,0,7,1,1,1,0,0.0,0,0,0,0,0,0,0,2,250000.0,7.0,60.0,3,2,7,0,0
2,4,83.1016311576546,75.33352253188343,0.0,448549.0039898909,1,3,0,0,7,0,1,1,0,0.0,0,0,0,0,1,0,1,2,450000.0,6.0,70.0,1,0,7,0,0
2,2,90.6204133851655,76.69744147177809,0.0,739410.8462582295,2,4,0,0,16,0,1,1,0,0.0,0,1,1,0,0,0,1,2,250000.0,8.0,0.0,3,2,16,0,0
4,3,58.016721290589146,50.21487481314887,7.896646235528941,381923.1937596328,1,4,0,0,5,1,1,0,0,0.0,0,0,0,0,0,0,0,3,250000.0,0.0,60.0,0,0,0,0,0
5,4,60.87121517522705,82.08174981569724,5.145205714259797,406574.23088986403,2,2,1,0,18,1,1,1,0,0.0,0,1,0,0,0,0,0,2,250000.0,7.5,60.0,2,0,18,0,0
4,3,78.84177450010966,81.62604029854135,7.749720474357458,748064.3536167556,2,2,1,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,3,600000.0,7.5,50.0,3,0,0,0,0
4,3,94.7529858183831,58.813618696504435,6.562291122715769,376255.3317708907,2,4,0,0,12,1,1,1,0,0.0,0,1,0,0,0,0,0,1,250000.0,0.0,70.0,2,0,12,0,0
5,2,77.75242833099117,64.69832696277793,8.895378966131213,384833.5222479861,2,1,0,0,8,1,0,1,0,0.0,0,1,0,0,0,0,0,2,150000.0,8.0,0.0,1,0,8,0,0
5,2,76.46834987606746,95.3924415771459,6.267622698618848,694718.8561506628,1,1,0,0,14,0,0,1,0,0.0,1,0,0,0,1,0,0,1,800000.0,6.0,0.0,2,0,0,0,0
4,3,54.27761256552883,48.04563853432242,7.424775843313218,170392.58340075862,1,1,0,0,11,1,0,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,7.0,0.0,0,2,0,0,0
4,4,86.75879766122046,93.04068289501716,8.775407851845552,437468.46204937197,2,2,0,0,3,1,1,1,1,73.48257566660432,0,0,0,0,1,0,0,1,150000.0,7.0,50.0,6,2,0,0,0
3,2,50.88361094471765,83.34634624735932,0.0,702451.8060518662,1,2,1,0,19,1,0,0,0,0.0,0,0,0,0,0,0,1,3,250000.0,0.0,70.0,1,2,19,0,0
4,3,73.07411895786856,90.95303207194118,9.138700091595984,1208614.449481875,2,3,0,0,20,0,1,1,0,0.0,1,1,0,0,0,0,0,3,250000.0,7.0,0.0,0,0,0,0,0
5,3,92.9252742197232,52.0322306326949,6.711653781791402,172630.74534293253,1,2,1,0,20,1,1,1,0,0.0,0,1,0,0,0,0,0,2,250000.0,7.5,75.0,0,2,20,0,0
4,3,75.03175949100654,81.53315812278443,6.585560684857148,123164.29311651253,1,2,1,0,19,1,0,1,0,0.0,0,1,0,0,0,0,0,1,450000.0,7.0,60.0,2,0,0,0,0
4,4,58.19130560778084,46.5196805705173,9.761827897424222,1990615.4263904148,1,2,0,0,4,0,1,1,0,0.0,0,1,0,0,0,0,0,1,800000.0,6.0,75.0,6,0,0,0,0
4,4,56.503159727980645,82.74840795375675,8.07998843878061,203859.0636632677,1,1,0,0,10,0,0,1,0,0.0,0,1,0,0,0,0,0,1,450000.0,6.0,0.0,3,0,0,0,0
4,3,51.31300570994481,81.70744548647616,5.352079080145577,126006.0015895673,1,1,0,0,11,0,0,1,0,0.0,0,0,0,0,0,0,0,3,250000.0,6.0,0.0,1,0,0,0,0
5,3,92.08167467481026,96.79801269235985,7.459121691858318,191077.15595200396,1,2,0,0,2,0,1,1,0,0.0,0,1,0,0,0,0,0,1,9999999.0,8.0,75.0,2,0,0,0,0
4,2,50.86190171758952,67.69928550449154,7.0138920310426,1189282.9534099353,1,1,0,0,22,0,0,1,0,0.0,0,0,0,0,0,0,0,3,150000.0,0.0,0.0,1,0,0,0,0
5,3,69.17948953831538,67.29328860737338,7.350495436553334,385154.3219676366,2,2,1,0,5,1,1,1,0,0.0,1,0,0,0,0,0,1,1,9999999.0,7.0,0.0,0,0,0,1,2
2,2,58.20171437715251,46.5424877966177,0.0,245447.5448068402,2,2,1,0,21,1,0,1,0,0.0,0,1,0,0,0,0,0,3,450000.0,6.0,70.0,0,0,0,0,0
4,2,62.83670542602398,70.51215828699371,9.085272895441843,397518.2553731078,1,3,0,0,20,1,1,1,0,0.0,0,0,0,0,0,0,0,1,800000.0,6.0,70.0,0,0,0,1,2
4,3,62.95509933375522,62.39633069613183,9.149419156776105,239527.68815387881,1,2,1,0,14,0,1,1,0,0.0,0,0,0,0,0,0,0,3,9999999.0,6.0,50.0,3,0,0,0,0
5,3,71.15147029890412,53.599744791799196,5.991850961230908,129392.88348484799,1,2,1,0,2,0,1,0,0,0.0,0,1,0,0,0,0,0,1,450000.0,8.0,0.0,3,2,0,0,0
4,3,89.76635783597632,90.03191556258025,9.16178150752171,233274.73689915478,2,2,1,0,6,1,1,1,1,73.00118038406745,0,0,0,0,0,0,0,1,450000.0,7.5,70.0,3,0,0,0,0
5,1,72.33025649755328,84.04865598558254,9.197930302242828,119644.43420093058,2,3,0,0,3,1,1,1,0,0.0,0,0,0,0,0,0,0,1,150000.0,8.0,50.0,3,0,0,1,3
4,3,60.1688624431869,46.44235671894228,9.755948615579143,182940.62984223518,2,4,0,0,10,1,0,1,0,0.0,0,0,0,0,0,0,0,2,250000.0,0.0,60.0,1,0,10,0,0
5,2,79.28523364606727,87.55418444119037,8.968210465987465,122296.1917175763,2,2,1,0,20,1,1,1,0,0.0,0,0,0,0,0,0,0,3,600000.0,6.0,50.0,0,0,0,1,3
4,2,79.30465867405927,52.64611383316589,5.857676448013447,383540.2711050051,1,5,0,1,3,1,0,1,0,0.0,1,0,0,0,0,0,1,2,450000.0,8.0,80.0,4,2,3,0,0
5,4,63.51558665034963,66.81944409924344,6.790820735255857,108183.6170105235,1,1,0,0,3,1,0,1,0,0.0,0,0,0,0,0,0,0,2,600000.0,7.0,75.0,0,0,3,0,0
4,4,52.799151888440065,59.56459639517755,5.093345957052536,1194316.132695054,2,2,0,0,18,0,1,0,0,0.0,0,0,0,0,0,0,0,3,150000.0,8.5,75.0,0,0,0,0,0
4,2,54.282895952670216,85.59842738161609,9.504195220219735,1178633.300230195,2,1,0,0,5,0,0,1,0,0.0,0,0,0,1,0,0,0,1,600000.0,7.0,70.0,4,0,0,0,0
4,3,90.24457073240802,49.47163983201722,7.14925293445848,237874.6601569745,1,3,0,0,18,1,1,1,0,0.0,0,0,0,0,0,0,0,2,600000.0,7.0,50.0,0,2,18,0,0
2,2,66.7049843626722,85.38887151555481,0.0,93895.04850639652,2,2,1,0,10,0,1,0,0,0.0,0,1,0,0,0,0,0,1,250000.0,0.0,70.0,0,0,0,1,3
3,4,66.83309996182581,75.46089288238997,0.0,402489.52367726207,1,2,1,0,20,0,1,1,0,0.0,0,0,0,0,0,0,0,2,800000.0,6.0,0.0,0,0,20,1,2
4,2,64.38388021699112,56.16765153805434,5.016741676551072,117448.29198697527,1,3,0,0,4,1,1,1,0,0.0,0,0,0,0,0,0,1,1,600000.0,0.0,0.0,0,0,0,1,2
4,1,87.57794862940139,62.25202391668598,5.708112782759673,190517.41527994568,2,2,1,0,4,1,1,1,0,0.0,0,1,0,0,0,0,0,1,150000.0,6.0,0.0,4,0,0,0,0
5,3,55.33111706315319,74.24328289636975,8.04106376876118,70357.51103993093,2,1,0,0,19,0,0,1,0,0.0,0,1,0,0,0,0,0,3,450000.0,0.0,0.0,6,0,0,0,0
4,1,69.46643694249968,83.29009006397794,8.68544119372168,393327.943988347,2,2,1,0,20,0,1,1,0,0.0,0,0,1,0,0,0,0,1,150000.0,6.0,80.0,2,0,0,0,0
5,1,64.6701461152251,94.5189332131967,6.874895716625139,81677.18772295835,2,2,1,0,15,1,1,1,0,0.0,0,0,0,0,0,0,0,2,250000.0,0.0,0.0,4,0,15,0,0
3,2,78.5125518546669,45.6602958290275,0.0,247514.06261709981,2,5,0,1,3,0,0,1,0,0.0,1,0,0,0,0,0,0,3,250000.0,7.5,0.0,0,0,3,1,2
2,1,89.73177823744635,65.47359812243816,0.0,204581.3602810809,1,1,0,0,2,1,0,1,0,0.0,1,0,0,0,1,0,0,2,800000.0,7.0,60.0,3,0,2,0,0
2,2,94.94964965466374,94.52355227062145,0.0,722826.1041745384,1,1,0,0,22,1,0,1,0,0.0,0,1,0,0,0,0,0,3,150000.0,7.0,80.0,2,0,0,0,0
5,1,96.05632689431422,75.05098154275395,8.34312714930823,699984.8505133201,3,3,0,0,19,1,1,1,0,0.0,0,0,0,0,0,0,0,3,800000.0,0.0,70.0,0,0,19,1,2
2,1,76.85504310301953,46.170943603158136,0.0,407054.3145419241,2,3,0,0,4,1,1,1,1,78.93267130688488,1,0,1,0,0,0,1,1,250000.0,6.0,50.0,3,2,0,0,0
4,1,90.21629179082507,61.68534106984225,6.845032374431111,170717.22688263244,2,1,0,0,15,1,0,1,0,0.0,1,0,0,0,0,0,0,1,150000.0,6.0,70.0,4,0,0,0,0
3,1,70.76544786643029,77.29778093357538,0.0,120446.9697176103,2,2,1,0,18,1,1,1,0,0.0,0,0,1,0,0,0,0,1,800000.0,6.0,60.0,0,0,0,1,3
4,2,69.28868584180094,78.34599575545666,5.944338046765871,99546.67182438057,2,2,1,0,6,1,1,1,0,0.0,1,0,1,0,0,0,0,2,800000.0,0.0,50.0,3,0,6,0,0
4,2,88.76385926741384,47.67247615315324,9.337136548853707,437909.8577004599,1,4,0,0,9,1,1,0,0,0.0,0,0,0,0,0,0,0,2,600000.0,0.0,60.0,0,0,9,0,0
4,1,75.99965835993754,64.88763419972723,5.9434807790650845,115328.00640303039,2,1,0,0,10,1,0,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,0.0,70.0,0,2,0,0,0
2,3,60.49084598176779,72.24924607158638,0.0,186186.90011067732,1,1,0,0,4,1,0,1,1,41.944013538508756,0,1,0,1,0,0,0,1,600000.0,6.0,75.0,0,2,0,0,0
4,3,85.46845902298011,82.93669749760096,8.378069122021632,215869.35915921017,2,2,1,0,10,0,1,1,0,0.0,0,0,0,0,0,0,0,2,800000.0,6.0,50.0,0,0,10,1,3
5,2,94.77172760703719,48.05683190173558,5.580744669575086,227878.81821028318,1,2,0,0,20,0,0,1,0,0.0,1,0,0,0,0,0,1,3,600000.0,7.5,80.0,2,0,0,0,0
5,4,93.38365197252469,85.84611350938425,7.9509974513537705,221035.38872718724,1,1,0,0,7,0,0,1,0,0.0,0,0,0,0,0,0,1,1,450000.0,7.0,70.0,0,0,0,1,3
4,4,71.05569466673049,57.44058513849015,8.522903464815313,1231597.0975160631,1,2,0,0,23,0,0,0,0,0.0,0,0,0,0,0,0,1,1,800000.0,0.0,80.0,0,0,0,0,0
